INDEX,Document,Topic,Name,Top_n_words,Probability,Representative_document
1464,"A Defensoria Pública é instituição essencial à função jurisdicional do Estado, incumbindo-lhe a orientação jurídica e a defesa, em todos os graus, dos necessitados, na forma do art. 5º, LXXIV.",2,2_ministerio publico_ministerio_organizacao_publico,ministerio publico - ministerio - organizacao - publico - administrativa - defensoria publica - defensoria - reclamacoes - sobre organizacao - poder judiciario,0.7353629953828362,False
1465,"Lei complementar organizará a Defensoria Pública da União e do Distrito Federal e dos Territórios e prescreverá normas gerais para sua organização nos Estados, em cargos de carreira, providos, na classe inicial, mediante concurso público de provas e títulos, assegurada a seus integrantes a garantia da inamovibilidade e vedado o exercício da advocacia fora das atribuições institucionais.",2,2_ministerio publico_ministerio_organizacao_publico,ministerio publico - ministerio - organizacao - publico - administrativa - defensoria publica - defensoria - reclamacoes - sobre organizacao - poder judiciario,1.0,False
1466,"Às Defensorias Públicas Estaduais são asseguradas autonomia funcional e administrativa e a iniciativa de sua proposta orçamentária dentro dos limites estabelecidos na lei de diretrizes orçamentárias e subordinação ao disposto no art. 99, § 2º.",2,2_ministerio publico_ministerio_organizacao_publico,ministerio publico - ministerio - organizacao - publico - administrativa - defensoria publica - defensoria - reclamacoes - sobre organizacao - poder judiciario,0.15739423514916584,False
1467,Aplica-se o disposto no § 2º às Defensorias Públicas da União e do Distrito Federal.,21,21_estados_distrito federal_distrito_estados distrito,estados - distrito federal - distrito - estados distrito - municipios - federal municipios - federal - uniao - territorios - uniao estados,0.5334603139888306,True
1468,"Às carreiras disciplinadas neste Título aplicam-se o princípio do art. 37, XII, e o art. 39, § 1º.",45,45_153_dispoem arts_153 2o_iii 153,153 - dispoem arts - 153 2o - iii 153 - 150 ii - dispoem - ii 153 - 153 iii - 150 - arts,0.09013028225429805,False
1469,"A Defensoria Pública é instituição essencial à função jurisdicional do Estado, incumbindo-lhe a orientação jurídica e a defesa, em todos os graus, dos necessitados, na forma do art. 5º, LXXIV.",2,2_ministerio publico_ministerio_organizacao_publico,ministerio publico - ministerio - organizacao - publico - administrativa - defensoria publica - defensoria - reclamacoes - sobre organizacao - poder judiciario,1.0,False
1470,"Lei complementar organizará a Defensoria Pública da União e do Distrito Federal e dos Territórios e prescreverá normas gerais para sua organização nos Estados, em cargos de carreira, providos, na classe inicial, mediante concurso público de provas e títulos, assegurada a seus integrantes a garantia da inamovibilidade e vedado o exercício da advocacia fora das atribuições institucionais.",2,2_ministerio publico_ministerio_organizacao_publico,ministerio publico - ministerio - organizacao - publico - administrativa - defensoria publica - defensoria - reclamacoes - sobre organizacao - poder judiciario,0.6134776958687735,False
1471,"Às Defensorias Públicas Estaduais são asseguradas autonomia funcional e administrativa e a iniciativa de sua proposta orçamentária dentro dos limites estabelecidos na lei de diretrizes orçamentárias e subordinação ao disposto no art. 99, § 2º.",2,2_ministerio publico_ministerio_organizacao_publico,ministerio publico - ministerio - organizacao - publico - administrativa - defensoria publica - defensoria - reclamacoes - sobre organizacao - poder judiciario,0.1930507510990767,False
1472,Aplica-se o disposto no § 2º às Defensorias Públicas da União e do Distrito Federal.,21,21_estados_distrito federal_distrito_estados distrito,estados - distrito federal - distrito - estados distrito - municipios - federal municipios - federal - uniao - territorios - uniao estados,1.0,True
1473,"São princípios institucionais da Defensoria Pública a unidade, a indivisibilidade e a independência funcional, aplicando-se também, no que couber, o disposto no art. 93 e no inciso II do art. 96 desta Constituição Federal.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.433322165648209,False
1474,"Os servidores integrantes das carreiras disciplinadas nas Seções II e III deste Capítulo serão remunerados na forma do art. 39, § 4º.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8902784579565614,False
1475,"O Presidente da República pode, ouvidos o Conselho da República e o Conselho de Defesa Nacional, decretar estado de defesa para preservar ou prontamente restabelecer, em locais restritos e determinados, a ordem pública ou a paz social ameaçadas por grave e iminente instabilidade institucional ou atingidas por calamidades de grandes proporções na natureza.",44,44_defesa_estado defesa_estado_defesa nacional,defesa - estado defesa - estado - defesa nacional - sitio - estado sitio - intervencao federal - decretar estado - defesa estado - decretar,0.23466414629000962,False
1476,"reunião, ainda que exercida no seio das associações;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.4661195226809276,False
1477,sigilo de correspondência;,1,1_direito_direitos_publicos_pessoa,direito - direitos - publicos - pessoa - assegurado - protecao - radiodifusao - politicos - permissao - concessao permissao,0.11791592056504185,False
1478,sigilo de comunicação telegráfica e telefônica;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.1458875034789051,False
1479,restrições aos direitos de:,1,1_direito_direitos_publicos_pessoa,direito - direitos - publicos - pessoa - assegurado - protecao - radiodifusao - politicos - permissao - concessao permissao,1.0,False
1480,"ocupação e uso temporário de bens e serviços públicos, na hipótese de calamidade pública, respondendo a União pelos danos e custos decorrentes.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.3718795213128562,False
1481,"O decreto que instituir o estado de defesa determinará o tempo de sua duração, especificará as áreas a serem abrangidas e indicará, nos termos e limites da lei, as medidas coercitivas a vigorarem, dentre as seguintes:",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.5153231173884004,False
1482,"O tempo de duração do estado de defesa não será superior a trinta dias, podendo ser prorrogado uma vez, por igual período, se persistirem as razões que justificaram a sua decretação.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.47800219697255675,False
1483,"a prisão por crime contra o Estado, determinada pelo executor da medida, será por este comunicada imediatamente ao juiz competente, que a relaxará, se não for legal, facultado ao preso requerer exame de corpo de delito à autoridade policial;",27,27_preso_transitada_transitada julgado_julgado,preso - transitada - transitada julgado - julgado - sentenca - sentenca transitada - prisao - julgamento - condenado - julgados,1.0,False
1484,"a comunicação será acompanhada de declaração, pela autoridade, do estado físico e mental do detido no momento de sua autuação;",27,27_preso_transitada_transitada julgado_julgado,preso - transitada - transitada julgado - julgado - sentenca - sentenca transitada - prisao - julgamento - condenado - julgados,0.31475146711581403,False
1485,"a prisão ou detenção de qualquer pessoa não poderá ser superior a dez dias, salvo quando autorizada pelo Poder Judiciário;",7,7_ninguem_ninguem sera_sera_nao,ninguem - ninguem sera - sera - nao - lei - crime - trafico - salvo - crimes - lei nao,1.0,False
1486,é vedada a incomunicabilidade do preso.,27,27_preso_transitada_transitada julgado_julgado,preso - transitada - transitada julgado - julgado - sentenca - sentenca transitada - prisao - julgamento - condenado - julgados,0.3723557616114677,False
1487,Na vigência do estado de defesa:,44,44_defesa_estado defesa_estado_defesa nacional,defesa - estado defesa - estado - defesa nacional - sitio - estado sitio - intervencao federal - decretar estado - defesa estado - decretar,1.0,False
1488,"Decretado o estado de defesa ou sua prorrogação, o Presidente da República, dentro de vinte e quatro horas, submeterá o ato com a respectiva justificação ao Congresso Nacional, que decidirá por maioria absoluta.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.11703605611383597,False
1489,"Se o Congresso Nacional estiver em recesso, será convocado, extraordinariamente, no prazo de cinco dias.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.6902063862715463,False
1490,"O Congresso Nacional apreciará o decreto dentro de dez dias contados de seu recebimento, devendo continuar funcionando enquanto vigorar o estado de defesa.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,1.0,False
1491,"Rejeitado o decreto, cessa imediatamente o estado de defesa.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8255364312677479,False
1492,comoção grave de repercussão nacional ou ocorrência de fatos que comprovem a ineficácia de medida tomada durante o estado de defesa;,44,44_defesa_estado defesa_estado_defesa nacional,defesa - estado defesa - estado - defesa nacional - sitio - estado sitio - intervencao federal - decretar estado - defesa estado - decretar,1.0,False
1493,declaração de estado de guerra ou resposta a agressão armada estrangeira.,49,49_guerra_paz_estrangeiras_celebrar paz,guerra - paz - estrangeiras - celebrar paz - estrangeiras transitem - permanecam temporariamente - transitem territorio - nacional nele - permanecam - transitem,1.0,True
1494,"O Presidente da República pode, ouvidos o Conselho da República e o Conselho de Defesa Nacional, solicitar ao Congresso Nacional autorização para decretar o estado de sítio nos casos de:",11,11_presidente_senado federal_senado_presidente republica,presidente - senado federal - senado - presidente republica - republica - vice presidente - vice - camara deputados - camara - republica presidente,0.052951368118338706,False
1495,"O Presidente da República, ao solicitar autorização para decretar o estado de sítio ou sua prorrogação, relatará os motivos determinantes do pedido, devendo o Congresso Nacional decidir por maioria absoluta.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.40966673233274453,False
1496,"O decreto do estado de sítio indicará sua duração, as normas necessárias a sua execução e as garantias constitucionais que ficarão suspensas, e, depois de publicado, o Presidente da República designará o executor das medidas específicas e as áreas abrangidas.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.5603578501628057,False
1497,"O estado de sítio, no caso do art. 137, I, não poderá ser decretado por mais de trinta dias, nem prorrogado, de cada vez, por prazo superior; no do inciso II, poderá ser decretado por todo o tempo que perdurar a guerra ou a agressão armada estrangeira.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.4617448706598827,False
1498,"Solicitada autorização para decretar o estado de sítio durante o recesso parlamentar, o Presidente do Senado Federal, de imediato, convocará extraordinariamente o Congresso Nacional para se reunir dentro de cinco dias, a fim de apreciar o ato.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.42583115753194006,False
1499,O Congresso Nacional permanecerá em funcionamento até o término das medidas coercitivas.,0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,1.0,False
1500,obrigação de permanência em localidade determinada;,5,5_agraria_propriedade_rural_reforma agraria,agraria - propriedade - rural - reforma agraria - reforma - urbano - imovel - rurais - fins reforma - urbana,0.3699217684538002,False
1501,detenção em edifício não destinado a acusados ou condenados por crimes comuns;,7,7_ninguem_ninguem sera_sera_nao,ninguem - ninguem sera - sera - nao - lei - crime - trafico - salvo - crimes - lei nao,1.0,False
1502,"restrições relativas à inviolabilidade da correspondência, ao sigilo das comunicações, à prestação de informações e à liberdade de imprensa, radiodifusão e televisão, na forma da lei;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8000380792604402,False
1503,suspensão da liberdade de reunião;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.05961766785453804,False
1504,busca e apreensão em domicílio;,20,20_anistia_desde_desde posse_resolucoes disponham,anistia - desde - desde posse - resolucoes disponham - relacionadas sao - perpetuo - resolucoes - omissoes relacionadas - sao consideradas - seguintes vedacoes,0.4443386040654477,False
1505,intervenção nas empresas de serviços públicos;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.6644973947397603,False
1506,requisição de bens.,18,18_produtos_exterior_industrializados_produtos industrializados,produtos - exterior - industrializados - produtos industrializados - produto - sobre - imposto - exportacoes - sobre produtos - importacao,1.0,False
1507,"Na vigência do estado de sítio decretado com fundamento no art. 137, I, só poderão ser tomadas contra as pessoas as seguintes medidas:",22,22_167_167 167_calamidade_calamidade publica,167 - 167 167 - calamidade - calamidade publica - art - 167 desta - art 167 - publica ambito - desta constituicao - ambito nacional,0.28353235288748446,False
1508,"Não se inclui nas restrições do inciso III a difusão de pronunciamentos de parlamentares efetuados em suas Casas Legislativas, desde que liberada pela respectiva Mesa.",55,55_nao_mandato_mandato deputado_incompativel decoro,nao - mandato - mandato deputado - incompativel decoro - senadores nao - decoro parlamentar - decoro - deputado senador - perdera mandato - nao pode,0.18784698163694521,False
1509,"A Mesa do Congresso Nacional, ouvidos os líderes partidários, designará Comissão composta de cinco de seus membros para acompanhar e fiscalizar a execução das medidas referentes ao estado de defesa e ao estado de sítio.",0,0_congresso nacional_congresso_dias_nacional,congresso nacional - congresso - dias - nacional - prazo - presidente - casa - sessao - eleicao - votacao,0.42193216632734787,False
1510,"Cessado o estado de defesa ou o estado de sítio, cessarão também seus efeitos, sem prejuízo da responsabilidade pelos ilícitos cometidos por seus executores ou agentes.",7,7_ninguem_ninguem sera_sera_nao,ninguem - ninguem sera - sera - nao - lei - crime - trafico - salvo - crimes - lei nao,0.011908619051592835,False
1511,"Logo que cesse o estado de defesa ou o estado de sítio, as medidas aplicadas em sua vigência serão relatadas pelo Presidente da República, em mensagem ao Congresso Nacional, com especificação e justificação das providências adotadas, com relação nominal dos atingidos e indicação das restrições aplicadas.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.4374702823539879,False
1512,"As Forças Armadas, constituídas pela Marinha, pelo Exército e pela Aeronáutica, são instituições nacionais permanentes e regulares, organizadas com base na hierarquia e na disciplina, sob a autoridade suprema do Presidente da República, e destinam-se à defesa da Pátria, à garantia dos poderes constitucionais e, por iniciativa de qualquer destes, da lei e da ordem.",9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,0.3151649717421369,False
1513,"Lei complementar estabelecerá as normas gerais a serem adotadas na organização, no preparo e no emprego das Forças Armadas.",9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,0.23540550121467946,False
1514,Não caberá habeas corpus em relação a punições disciplinares militares.,47,47_habeas_corpus_habeas corpus_habeas data,habeas - corpus - habeas corpus - habeas data - mandado - mandado seguranca - data - seguranca - seguranca habeas - coator,0.5424704666045221,False
1515,"as patentes, com prerrogativas, direitos e deveres a elas inerentes, são conferidas pelo Presidente da República e asseguradas em plenitude aos oficiais da ativa, da reserva ou reformados, sendo-lhes privativos os títulos e postos militares e, juntamente com os demais membros, o uso dos uniformes das Forças Armadas;",9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,0.14734627071644701,False
1516,"o militar em atividade que tornar posse em cargo ou emprego público civil permanente será transferido para a reserva, nos termos da lei;",9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,1.0,False
1517,"o militar da ativa que, de acordo com a lei, tomar posse em cargo, emprego ou funçãopública civil temporária, não eletiva, ainda que da administração indireta, ficará agregado ao respectivo quadro e somente poderá, enquanto permanecer nessa situação, ser promovido por antigüidade, contando-se-lhe o tempo de serviço apenas para aquela promoção e transferência para a reserva, sendo depois de dois anos de afastamento, contínuos ou não transferido para a reserva, nos termos da lei;",9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,0.5614081447645342,False
1518,ao militar são proibidas a sindicalização e a greve;,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.05112935528871876,False
1519,"o militar, enquanto em serviço ativo, não pode estar filiado a partidos políticos;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.05041433303732845,False
1520,"o oficial só perderá o posto e a patente se for julgado indigno do oficialato ou com ele incompatível, por decisão de tribunal militar de caráter permanente, em tempo de paz, ou de tribunal especial, em tempo de guerra;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.6801223186678822,False
1521,"o oficial condenado na justiça comum ou militar a pena privativa de liberdade superior a dois anos, por sentença transitada em julgado, será submetido ao julgamento previsto no inciso anterior;",27,27_preso_transitada_transitada julgado_julgado,preso - transitada - transitada julgado - julgado - sentenca - sentenca transitada - prisao - julgamento - condenado - julgados,0.30050753274009584,False
1522,"aplica-se aos militares o disposto no art. 7º, incisos VIII, XII, XVII, XVIII, XIX e XXV e no art. 37, incisos XI, XIV e XV;",45,45_153_dispoem arts_153 2o_iii 153,153 - dispoem arts - 153 2o - iii 153 - 150 ii - dispoem - ii 153 - 153 iii - 150 - arts,1.0,False
1523,"aplica-se aos militares e a seus pensionistas o disposto no art. 40, §§ 4º, 5º e 6º;",10,10_aposentadoria_contribuicao_tempo_tempo contribuicao,aposentadoria - contribuicao - tempo - tempo contribuicao - previdencia social - previdencia - servidores - proventos - regime - geral previdencia,0.4890659735673867,False
1524,"a lei disporá sobre o ingresso nas Forças Armadas, os limites de idade, a estabilidade e outras condições de transferência do militar para a inatividade, os direitos, os deveres, a remuneração, as prerrogativas e outras situações especiais dos militares, consideradas as peculiaridades de suas atividades, inclusive aquelas cumpridas por força de compromissos internacionais e de guerra.",9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,0.6390421866973848,False
1525,"Os membros das Forças Armadas são denominados militares, aplicando-se-lhes, além das que vierem a ser fixadas em lei, as seguintes disposições:",9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,0.4464926284115991,False
1526,O serviço militar é obrigatório nos termos da lei.,9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,1.0,True
1527,"Às Forças Armadas compete, na forma da lei, atribuir serviço alternativo aos que, em tempo de paz, após alistados, alegarem imperativo de consciência, entendendo-se como tal o decorrente de crença religiosa e de convicção filosófica ou política, para se eximirem de atividades de caráter essencialmente militar.",9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,1.0,True
1528,"As mulheres e os eclesiásticos ficam isentos do serviço militar obrigatório em tempo de paz, sujeitos, porém, a outros encargos que a lei lhes atribuir.",9,9_militares_militar_armadas_forcas armadas,militares - militar - armadas - forcas armadas - forcas - reserva - justica militar - justica - oficiais - crimes militares,0.5870295735140932,False
1529,polícia federal;,34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,1.0,True
1530,polícia rodoviária federal;,34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,0.8560415682562015,False
1531,polícia ferroviária federal;,34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,1.0,False
1532,polícias civis;,34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,1.0,False
1533,polícias militares e corpos de bombeiros militares.,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.5372687258262461,False
1534,"polícias penais federal, estaduais e distrital.",34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,1.0,False
1535,"A segurança pública, dever do Estado, direito e responsabilidade de todos, é exercida para a preservação da ordem pública e da incolumidade das pessoas e do patrimônio, através dos seguintes órgãos:",1,1_direito_direitos_publicos_pessoa,direito - direitos - publicos - pessoa - assegurado - protecao - radiodifusao - politicos - permissao - concessao permissao,0.13112643726172787,False
1536,"apurar infrações penais contra a ordem política e social ou em detrimento de bens, serviços e interesses da União ou de suas entidades autárquicas e empresas públicas, assim como outras infrações cuja prática tenha repercussão interestadual ou internacional e exija repressão uniforme, segundo se dispuser em lei;",7,7_ninguem_ninguem sera_sera_nao,ninguem - ninguem sera - sera - nao - lei - crime - trafico - salvo - crimes - lei nao,0.02002381201598868,False
1537,"prevenir e reprimir o tráfico ilícito de entorpecentes e drogas afins, o contrabando e o descaminho, sem prejuízo da ação fazendária e de outros órgãos públicos nas respectivas áreas de competência;",7,7_ninguem_ninguem sera_sera_nao,ninguem - ninguem sera - sera - nao - lei - crime - trafico - salvo - crimes - lei nao,0.013043347851181341,False
1538,"exercer as funções de polícia marítima, aérea e de fronteiras;",34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,0.22350731540976726,False
1539,"exercer, com exclusividade, as funções de polícia judiciária da União.",34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,0.6921499367003239,False
1540,"A polícia federal, instituída por lei como órgão permanente, estruturado em carreira, destina-se a:",34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,1.0,False
1541,"A polícia rodoviária federal, órgão permanente, estruturado em carreira, destina-se, na forma da lei, ao patrulhamento ostensivo das rodovias federais.",34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,1.0,False
1542,"A polícia ferroviária federal, órgão permanente, estruturado em carreira, destina-se, na forma da lei, ao patrulhamento ostensivo das ferrovias federais.",34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,1.0,True
1543,"Às polícias civis, dirigidas por delegados de polícia de carreira, incumbem, ressalvada a competência da União, as funções de polícia judiciária e a apuração de infrações penais, exceto as militares.",34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,1.0,False
1544,"Às polícias militares cabem a polícia ostensiva e a preservação da ordem pública; aos corpos de bombeiros militares, além das atribuições definidas em lei, incumbe a execução de atividades de defesa civil.",34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,0.15527925925723354,False
1545,"Às polícias penais, vinculadas ao órgão administrador do sistema penal da unidade federativa a que pertencem, cabe a segurança dos estabelecimentos penais.",34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,0.3776693321964061,False
1546,"As polícias militares e corpos de bombeiros militares, forças auxiliares e reserva do Exército, subordinam-se, juntamente com as polícias civis, aos Governadores dos Estados, do Distrito Federal e dos Territórios.",34,34_policia_policias_policias civis_policia federal,policia - policias - policias civis - policia federal - ferroviaria - rodoviaria - bombeiros - penais - permanente estruturado - estruturado carreira,0.06877901352197255,False
1547,"A lei disciplinará a organização e o funcionamento dos órgãos responsáveis pela segurança pública, de maneira a garantir a eficiência de suas atividades.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.4146037439944388,False
1548,"Os Municípios poderão constituir guardas municipais destinadas à proteção de seus bens, serviços e instalações, conforme dispuser a lei.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.48005184608363116,False
1549,A remuneração dos servidores policiais integrantes dos órgãos relacionados neste artigo será fixada na forma do § 4º do art. 39.,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8961049470024958,False
1550,"compreende a educação, engenharia e fiscalização de trânsito, além de outras atividades previstas em lei, que assegurem ao cidadão o direito à mobilidade urbana eficiente; e",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.5353145695549437,False
1551,"compete, no âmbito dos Estados, do Distrito Federal e dos Municípios, aos respectivos órgãos ou entidades executivos e seus agentes de trânsito, estruturados em Carreira, na forma da lei.",21,21_estados_distrito federal_distrito_estados distrito,estados - distrito federal - distrito - estados distrito - municipios - federal municipios - federal - uniao - territorios - uniao estados,0.08058224478331565,False
1552,"A segurança viária, exercida para a preservação da ordem pública e da incolumidade das pessoas e do seu patrimônio nas vias públicas:",1,1_direito_direitos_publicos_pessoa,direito - direitos - publicos - pessoa - assegurado - protecao - radiodifusao - politicos - permissao - concessao permissao,0.09476091289317282,False
1553,impostos;,20,20_anistia_desde_desde posse_resolucoes disponham,anistia - desde - desde posse - resolucoes disponham - relacionadas sao - perpetuo - resolucoes - omissoes relacionadas - sao consideradas - seguintes vedacoes,0.02404886348280613,False
1554,"taxas, em razão do exercício do poder de polícia ou pela utilização, efetiva ou potencial, de serviços públicos específicos e divisíveis, prestados ao contribuinte ou postos a sua disposição;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8912509622376723,False
1555,"contribuição de melhoria, decorrente de obras públicas.",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.8944739593440881,False
1556,"A União, os Estados, o Distrito Federal e os Municípios poderão instituir os seguintes tributos:",21,21_estados_distrito federal_distrito_estados distrito,estados - distrito federal - distrito - estados distrito - municipios - federal municipios - federal - uniao - territorios - uniao estados,0.1185658477148318,False
1557,"Sempre que possível, os impostos terão caráter pessoal e serão graduados segundo a capacidade econômica do contribuinte, facultado à administração tributária, especialmente para conferir efetividade a esses objetivos, identificar, respeitados os direitos individuais e nos termos da lei, o patrimônio, os rendimentos e as atividades econômicas do contribuinte.",4,4_imposto_impostos_inciso_previsto inciso,imposto - impostos - inciso - previsto inciso - contribuinte - previsto - imposto previsto - tributaria - iii - arts,1.0,False
1558,As taxas não poderão ter base de cálculo própria de impostos.,25,25_nao_despesa_receita_nao podera,nao - despesa - receita - nao podera - pessoal - despesa pessoal - lei nao - ultrapassar - pagamento - podera,1.0,False
1559,"dispor sobre conflitos de competência, em matéria tributária, entre a União, os Estados, o Distrito Federal e os Municípios;",21,21_estados_distrito federal_distrito_estados distrito,estados - distrito federal - distrito - estados distrito - municipios - federal municipios - federal - uniao - territorios - uniao estados,0.25947749252443114,False
1560,regular as limitações constitucionais ao poder de tributar;,4,4_imposto_impostos_inciso_previsto inciso,imposto - impostos - inciso - previsto inciso - contribuinte - previsto - imposto previsto - tributaria - iii - arts,0.11762172596232326,False
1561,"definição de tributos e de suas espécies, bem como, em relação aos impostos discriminados nesta Constituição , a dos respectivos fatos geradores, bases de cálculo e contribuintes;",-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.10727921500427284,False
1562,"obrigação, lançamento, crédito, prescrição e decadência tributários;",4,4_imposto_impostos_inciso_previsto inciso,imposto - impostos - inciso - previsto inciso - contribuinte - previsto - imposto previsto - tributaria - iii - arts,0.26119748314097335,False
1563,adequado tratamento tributário ao ato cooperativo praticado pelas sociedades cooperativas.,-1,-1_lei_federal_estado_uniao,lei - federal - estado - uniao - art - distrito federal - distrito - qualquer - estados - publico,0.5396952516683469,False
